"ano_aih";"mes_aih";"codigo_municipio_dv";"codigo_municipio";"nome_municipio";"regiao_codigo";"regiao_nome";"uf_codigo";"uf_sigla";"uf_nome";"municipio_capital";"numero_habitantes";"faixa_populacao";"faixa_populacao_fpm";"qtd_0101";"qtd_01";"qtd_0201";"qtd_0202";"qtd_0203";"qtd_0204";"qtd_0205";"qtd_0206";"qtd_0207";"qtd_0208";"qtd_0209";"qtd_0210";"qtd_0211";"qtd_0212";"qtd_0214";"qtd_02";"qtd_0301";"qtd_0302";"qtd_0303";"qtd_0304";"qtd_0305";"qtd_0306";"qtd_0307";"qtd_0308";"qtd_0309";"qtd_0310";"qtd_03";"qtd_0401";"qtd_0402";"qtd_0403";"qtd_0404";"qtd_0405";"qtd_0406";"qtd_0407";"qtd_0408";"qtd_0409";"qtd_0410";"qtd_0411";"qtd_0412";"qtd_0413";"qtd_0414";"qtd_0415";"qtd_0416";"qtd_0418";"qtd_04";"qtd_0501";"qtd_0502";"qtd_0503";"qtd_0504";"qtd_0505";"qtd_0506";"qtd_05";"qtd_0603";"qtd_06";"qtd_0702";"qtd_07";"qtd_0801";"qtd_0802";"qtd_08";"qtd_total";"vl_0201";"vl_0202";"vl_0203";"vl_0204";"vl_0205";"vl_0206";"vl_0207";"vl_0208";"vl_0209";"vl_0210";"vl_0211";"vl_0212";"vl_0214";"vl_02";"vl_0301";"vl_0302";"vl_0303";"vl_0304";"vl_0305";"vl_0306";"vl_0307";"vl_0308";"vl_0309";"vl_0310";"vl_03";"vl_0401";"vl_0402";"vl_0403";"vl_0404";"vl_0405";"vl_0406";"vl_0407";"vl_0408";"vl_0409";"vl_0410";"vl_0411";"vl_0412";"vl_0413";"vl_0414";"vl_0415";"vl_0416";"vl_0417";"vl_0418";"vl_04";"vl_0501";"vl_0502";"vl_0503";"vl_0504";"vl_0505";"vl_0506";"vl_05";"vl_0603";"vl_06";"vl_0702";"vl_07";"vl_0801";"vl_0802";"vl_08";"vl_total";"longitude";"latitude"
"2024";"11";"5205513";"520551";"Cocalzinho de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          11";"           .";"          34";"           .";"           2";"           .";"           .";"           4";"           .";"           2";"          53";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          53";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      486,42";"           .";"    12911,83";"           .";"      351,94";"           .";"           .";"      797,32";"           .";"       886,8";"    15434,31";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    15434,31";"  -48,768967";"  -15,781737"
"2024";"11";"5205802";"520580";"Corumbá de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          11";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          11";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          11";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      486,42";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      486,42";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      486,42";"  -48,810345";"  -15,927905"
"2024";"11";"5206206";"520620";"Cristalina";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"          29";"           1";"          36";"           .";"           .";"           .";"           .";"          51";"           .";"         262";"         379";"         243";"           .";"          49";"           1";"           5";"           .";"           .";"           4";"           .";"          14";"         316";"           3";"           .";"           .";"           1";"           .";"           .";"          12";"           .";"          11";"           .";"          38";"           .";"           .";"           .";"           .";"           .";"           .";"          65";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         364";"         364";"        1124";"           .";"           .";"           .";"           .";"        24,2";"     4275,81";"           .";"           .";"           .";"           .";"           .";"           .";"          47";"     4347,01";"           .";"           .";"    20467,81";"       45,93";"     1394,82";"           .";"           .";"      797,32";"           .";"      8746,8";"    31452,68";"      431,16";"           .";"           .";"      358,58";"           .";"           .";"     8338,66";"           .";"     4621,12";"           .";"    18771,03";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    32520,55";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"        2912";"        2912";"    71232,24";"  -47,606818";"  -16,769434"
"2024";"11";"5207907";"520790";"Flores de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -47,045083";"  -14,450174"
"2024";"11";"5208004";"520800";"Formosa";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"        4865";"           .";"         126";"          18";"          64";"           .";"           .";"           .";"           .";"          49";"           .";"          77";"        5199";"         394";"         266";"         228";"           4";"          46";"           6";"           .";"          32";"           .";"          39";"        1015";"          95";"           .";"           2";"           .";"           .";"          20";"          89";"          96";"          26";"           .";"          41";"           3";"           .";"           .";"           6";"           .";"           .";"         378";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           2";"           2";"          28";"          28";"          76";"        1928";"        2004";"        8626";"           .";"          45";"           .";"           .";"      686,48";"      7632,9";"           .";"           .";"           .";"           .";"           .";"           .";"          77";"     8441,38";"    10239,99";"      1689,1";"    48758,13";"      183,72";"    11948,15";"       50,34";"           .";"     6142,14";"           .";"    21255,66";"   100267,23";"        3078";"           .";"      695,24";"           .";"           .";"    16673,47";"    64328,05";"     29796,3";"     8892,26";"           .";"    20711,56";"     3088,32";"           .";"           .";"     3211,85";"           .";"     4147,36";"           .";"   154622,41";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"       95,24";"       95,24";"     4232,59";"     4232,59";"        3040";"   191761,65";"   194801,65";"    462460,5";"  -47,335816";"  -15,540945"
"2024";"11";"5208608";"520860";"Goianésia";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"        2628";"           .";"           .";"          22";"          60";"           .";"           .";"           2";"           .";"          95";"           .";"           5";"        2812";"         812";"           .";"         100";"           .";"          15";"          14";"           .";"          25";"           .";"           2";"         968";"           2";"           .";"           2";"           .";"          35";"           .";"          20";"           1";"          19";"           .";"          33";"           4";"           .";"           .";"           3";"           .";"           .";"         119";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           5";"           5";"           .";"           .";"           .";"         849";"         849";"        4753";"           .";"          27";"           .";"           .";"       707,3";"     7636,02";"           .";"           .";"       96,32";"           .";"           .";"           .";"           .";"     8466,64";"     5263,65";"           .";"    35442,15";"           .";"     2725,32";"      117,46";"           .";"      4713,9";"           .";"     2741,62";"     51004,1";"      291,74";"           .";"      695,24";"           .";"    20999,71";"           .";"    10352,45";"      194,89";"    10393,46";"           .";"     17666,4";"      954,59";"           .";"           .";"     1426,71";"           .";"     2018,94";"           .";"    64994,13";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"       466,4";"       466,4";"           .";"           .";"           .";"     7864,89";"     7864,89";"   132796,16";"   -49,11581";"  -15,322289"
"2024";"11";"5212501";"521250";"Luziânia";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"       12554";"          28";"         394";"          11";"         203";"           .";"           .";"          24";"           .";"         201";"           .";"          29";"       13444";"       10378";"           .";"         156";"           2";"          64";"          63";"           .";"          11";"           .";"          81";"       10755";"          20";"           .";"           .";"           2";"          53";"          13";"         113";"          68";"         144";"           1";"          34";"           5";"           .";"           .";"           2";"           .";"           9";"         464";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         125";"         125";"           .";"        1938";"        1938";"       26726";"           .";"           .";"     1141,84";"           .";"      380,26";"    25720,69";"           .";"           .";"     2574,84";"           .";"           .";"           .";"           .";"    29817,63";"    20780,79";"           .";"    52975,03";"      677,55";"    16948,06";"      528,57";"           .";"     2002,83";"           .";"    40118,38";"   134031,21";"     2549,98";"           .";"           .";"       96,48";"   141366,37";"     9937,06";"    75590,94";"    21818,65";"    71743,23";"      147,52";"    16823,81";"     2478,72";"           .";"           .";"     1070,18";"           .";"     5760,58";"     1475,01";"   350858,53";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    12138,57";"    12138,57";"           .";"   154510,57";"   154510,57";"   681356,51";"   -47,95572";"  -16,258541"
"2024";"11";"5213053";"521305";"Mimoso de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -48,163273";"  -15,059293"
"2024";"11";"5214606";"521460";"Niquelândia";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"         308";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         308";"          75";"           .";"          26";"           1";"           5";"           .";"           .";"           2";"           .";"           1";"         110";"           .";"           .";"           .";"           .";"           .";"           .";"           2";"           .";"           .";"           .";"           6";"           .";"           .";"           .";"           .";"           .";"           .";"           8";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         173";"         173";"         599";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      825,96";"           .";"     8573,33";"       45,93";"     1252,98";"           .";"           .";"      398,66";"           .";"         609";"    11705,86";"           .";"           .";"           .";"           .";"           .";"           .";"      829,24";"           .";"           .";"           .";"     3274,38";"           .";"           .";"           .";"           .";"           .";"      367,08";"           .";"      4470,7";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"        1384";"        1384";"    17560,56";"  -48,458585";"   -14,46911"
"2024";"11";"5215231";"521523";"Novo Gama";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -48,037211";"  -16,056078"
"2024";"11";"5215603";"521560";"Padre Bernardo";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          31";"           .";"           2";"           .";"           .";"           .";"           .";"           .";"          33";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          33";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    11372,58";"           .";"      451,39";"           .";"           .";"           .";"           .";"           .";"    11823,97";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    11823,97";"  -48,285966";"  -15,164355"
"2024";"11";"5217302";"521730";"Pirenópolis";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"        3033";"           .";"          84";"           6";"           .";"           .";"           .";"           .";"           .";"          26";"           .";"         280";"        3429";"        2200";"         315";"          57";"           .";"           4";"           .";"           .";"           5";"           .";"           2";"        2583";"          49";"           .";"           .";"           .";"           .";"           .";"          45";"           5";"          44";"           .";"          11";"           3";"           .";"           .";"           .";"           .";"           .";"         157";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         315";"         315";"        6484";"           .";"          55";"           .";"           .";"      213,95";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      268,95";"     4631,96";"     2000,25";"    22202,22";"           .";"      783,73";"           .";"           .";"      942,01";"           .";"      1604,4";"    32164,57";"     2645,55";"           .";"           .";"           .";"           .";"           .";"    34501,27";"     1491,11";"    28564,85";"           .";"     6003,03";"     2841,66";"           .";"           .";"           .";"           .";"      672,98";"           .";"    76720,45";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     2839,41";"     2839,41";"   111993,38";"  -48,962527";"  -15,853342"
"2024";"11";"5217609";"521760";"Planaltina";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"        1364";"           .";"          13";"           5";"          53";"           .";"           .";"           .";"           .";"          79";"           .";"          65";"        1579";"        1563";"           .";"         129";"           2";"           8";"           .";"           .";"          70";"           .";"          23";"        1795";"           .";"           .";"           .";"           .";"           .";"           .";"          27";"           .";"          33";"           .";"          20";"           .";"           .";"           .";"           .";"           .";"           .";"          80";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         421";"         421";"        3875";"           .";"           .";"           .";"           .";"         176";"     6507,89";"           .";"           .";"           .";"           .";"           .";"           .";"          56";"     6739,89";"     5753,34";"           .";"    43011,18";"      699,51";"     1593,74";"           .";"           .";"    13244,27";"           .";"    11562,93";"    75864,97";"           .";"           .";"           .";"           .";"           .";"           .";"     19650,8";"           .";"    20626,93";"           .";"     8052,22";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    48329,95";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"        3368";"        3368";"   134302,81";"  -47,614847";"   -15,45311"
"2024";"11";"5219753";"521975";"Santo Antônio do Descoberto";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"         597";"           .";"           7";"           .";"           .";"           .";"           .";"           .";"           .";"           4";"           .";"           .";"         608";"         241";"           .";"          11";"           .";"           3";"           .";"           .";"           .";"           .";"           .";"         255";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          76";"          76";"         939";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      1167,4";"           .";"     4730,05";"           .";"     1272,59";"           .";"           .";"           .";"           .";"           .";"     7170,04";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         604";"         604";"     7774,04";"  -48,256006";"  -15,944224"
"2024";"11";"5220009";"522000";"São João d'Aliança";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -47,518802";"  -14,708216"
"2024";"11";"5220686";"522068";"Simolândia";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"          37";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          37";"          47";"           .";"          12";"           1";"           .";"           .";"           .";"           .";"           .";"           .";"          60";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          27";"          27";"         124";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      299,72";"           .";"     3764,63";"       43,21";"           .";"           .";"           .";"           .";"           .";"           .";"     4107,56";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         216";"         216";"     4323,56";"  -46,484284";"  -14,470323"
"2024";"11";"5221858";"522185";"Valparaíso de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"         913";"           .";"           5";"           .";"           .";"           .";"           .";"           .";"           .";"          46";"           .";"           .";"         964";"         820";"           .";"          84";"           .";"           3";"           .";"           .";"          36";"           .";"           .";"         943";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         227";"         227";"        2134";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     2981,55";"           .";"    38973,11";"           .";"       580,3";"           .";"           .";"     5005,15";"           .";"           .";"    47540,11";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"        1816";"        1816";"    49356,11";"  -47,984111";"  -16,069575"
"2024";"11";"5222203";"522220";"Vila Boa";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -47,057361";"  -15,034889"
"2024";"11";"5222302";"522230";"Vila Propício";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -48,882422";"  -15,454635"
"2024";"11";"5300108";"530010";"Brasília";"           5";"Centro-Oeste";"53";"DF";"Distrito Federal";"Sim";"           .";"";"";"           7";"           7";"        5949";"      435411";"        1531";"       14159";"        3700";"        7211";"         327";"           6";"         446";"         112";"       49749";"        2182";"       59403";"      580186";"      319641";"       99112";"       17200";"        1735";"        2637";"        3118";"         863";"         910";"       10190";"        1248";"      456654";"       10016";"          28";"         349";"         223";"         238";"         561";"        1100";"        1746";"         751";"         105";"        1863";"         200";"          36";"          70";"         145";"         192";"          66";"       17689";"         223";"           8";"          34";"           .";"          47";"         384";"         696";"        5297";"        5297";"        4689";"        4689";"         694";"      109145";"      109839";"     1175057";"    29616,81";"    23069,51";"    72319,15";"           .";"   176226,97";"   975535,51";"    88603,75";"     1048,38";"    29949,05";"    21746,65";"   105671,32";"    37181,28";"     3112,35";"  1564080,73";"   734075,44";"    615458,8";"  3320965,13";"   263522,73";"   654628,81";"    26385,47";"           .";"   242789,24";"   335007,26";"   716165,08";"  6908997,96";"   378038,86";"    13602,09";"   436167,23";"   118011,13";"   410461,01";"  2063380,76";"   848993,39";"  1001218,05";"   340023,24";"    86277,49";"   857962,48";"    159750,1";"    39920,12";"     4630,96";"    98915,31";"   576053,77";"   115530,71";"     12128,3";"     7561065";"    22985,57";"        1720";"   103473,78";"           .";"  2373047,44";"   141198,51";"   2642425,3";"   225141,08";"   225141,08";"  2734080,31";"  2734080,31";"     3471,75";"  9881860,76";"  9885332,51";" 31521122,89";"  -47,887905";"  -15,794087"
"2024";"12";"3104502";"310450";"Arinos";"           3";"Sudeste";"31";"MG";"Minas Gerais";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          31";"           .";"           1";"           .";"           .";"           1";"           .";"          17";"          50";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           6";"           .";"           .";"           .";"           .";"           .";"           .";"           6";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          32";"          32";"          88";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    12013,34";"           .";"      246,89";"           .";"           .";"      199,33";"           .";"      7537,8";"    19997,36";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     3274,38";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     3274,38";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         256";"         256";"    23527,74";"  -46,107752";"  -15,921772"
