"ano_aih";"mes_aih";"codigo_municipio_dv";"codigo_municipio";"nome_municipio";"regiao_codigo";"regiao_nome";"uf_codigo";"uf_sigla";"uf_nome";"municipio_capital";"numero_habitantes";"faixa_populacao";"faixa_populacao_fpm";"qtd_0101";"qtd_01";"qtd_0201";"qtd_0202";"qtd_0203";"qtd_0204";"qtd_0205";"qtd_0206";"qtd_0207";"qtd_0208";"qtd_0209";"qtd_0210";"qtd_0211";"qtd_0212";"qtd_0214";"qtd_02";"qtd_0301";"qtd_0302";"qtd_0303";"qtd_0304";"qtd_0305";"qtd_0306";"qtd_0307";"qtd_0308";"qtd_0309";"qtd_0310";"qtd_03";"qtd_0401";"qtd_0402";"qtd_0403";"qtd_0404";"qtd_0405";"qtd_0406";"qtd_0407";"qtd_0408";"qtd_0409";"qtd_0410";"qtd_0411";"qtd_0412";"qtd_0413";"qtd_0414";"qtd_0415";"qtd_0416";"qtd_0418";"qtd_04";"qtd_0501";"qtd_0502";"qtd_0503";"qtd_0504";"qtd_0505";"qtd_0506";"qtd_05";"qtd_0603";"qtd_06";"qtd_0702";"qtd_07";"qtd_0801";"qtd_0802";"qtd_08";"qtd_total";"vl_0201";"vl_0202";"vl_0203";"vl_0204";"vl_0205";"vl_0206";"vl_0207";"vl_0208";"vl_0209";"vl_0210";"vl_0211";"vl_0212";"vl_0214";"vl_02";"vl_0301";"vl_0302";"vl_0303";"vl_0304";"vl_0305";"vl_0306";"vl_0307";"vl_0308";"vl_0309";"vl_0310";"vl_03";"vl_0401";"vl_0402";"vl_0403";"vl_0404";"vl_0405";"vl_0406";"vl_0407";"vl_0408";"vl_0409";"vl_0410";"vl_0411";"vl_0412";"vl_0413";"vl_0414";"vl_0415";"vl_0416";"vl_0417";"vl_0418";"vl_04";"vl_0501";"vl_0502";"vl_0503";"vl_0504";"vl_0505";"vl_0506";"vl_05";"vl_0603";"vl_06";"vl_0702";"vl_07";"vl_0801";"vl_0802";"vl_08";"vl_total";"longitude";"latitude"
"2024";"01";"3104502";"310450";"Arinos";"           3";"Sudeste";"31";"MG";"Minas Gerais";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          15";"           .";"           3";"           .";"           .";"           4";"           .";"           8";"           .";"          30";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           5";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           5";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          22";"          57";"          22";"          57";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     6644,35";"           .";"      655,89";"           .";"           .";"      797,32";"           .";"      3547,2";"    11644,76";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     2728,65";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     2728,65";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         176";"         176";"    14549,41";"  -46,107752";"  -15,921772"
"2024";"01";"3109303";"310930";"Buritis";"           3";"Sudeste";"31";"MG";"Minas Gerais";"Não";"           .";"";"";"           .";"           .";"           .";"           7";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         209";"          21";"           .";"          33";"           .";"           5";"           .";"           .";"           2";"           .";"           6";"           .";"         255";"           .";"           .";"           .";"           .";"           .";"           9";"           .";"          23";"           .";"          10";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          42";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          31";"         349";"          31";"         349";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     1915,68";"           .";"    13938,56";"           .";"      918,15";"           .";"           .";"      383,07";"           .";"     3367,26";"    20522,72";"           .";"           .";"           .";"           .";"           .";"           .";"     4388,46";"           .";"    11353,62";"           .";"     4926,27";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    20668,35";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         248";"         248";"    41439,07";"  -46,424041";"  -15,626505"
"2024";"01";"3109451";"310945";"Cabeceira Grande";"           3";"Sudeste";"31";"MG";"Minas Gerais";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -47,084989";"  -16,028275"
"2024";"01";"3170404";"317040";"Unaí";"           3";"Sudeste";"31";"MG";"Minas Gerais";"Não";"           .";"";"";"           .";"           .";"           .";"        3241";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         263";"          67";"        2173";"        3636";"        2600";"         268";"           6";"           9";"          71";"           .";"          44";"           .";"           2";"         529";"        5173";"           .";"           .";"           .";"           .";"           .";"          13";"          29";"           5";"           .";"          74";"           1";"           .";"           .";"           2";"           .";"           .";"           .";"         653";"           .";"           .";"           .";"           .";"           .";"          15";"           .";"           .";"          15";"           .";"           .";"        1636";"       11113";"        1636";"       11113";"           .";"         330";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     1141,68";"          65";"     1536,68";"     8482,77";"       16510";"     53683,6";"      2012,1";"     1582,12";"      595,69";"           .";"     8097,08";"           .";"     4369,61";"    95332,97";"     17139,6";"           .";"           .";"           .";"           .";"           .";"     6751,27";"    11449,15";"      1117,5";"           .";"    35182,21";"       54,97";"           .";"           .";"      916,71";"           .";"     3793,16";"           .";"    76404,57";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      9067,6";"      9067,6";"           .";"           .";"           .";"       92416";"       92416";"   274757,82";"  -46,899957";"  -16,359008"
"2024";"01";"5200100";"520010";"Abadiânia";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -48,718812";"  -16,182672"
"2024";"01";"5200175";"520017";"Água Fria de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -47,782212";"  -14,985535"
"2024";"01";"5200258";"520025";"Águas Lindas de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -48,283444";"  -15,737939"
"2024";"01";"5200308";"520030";"Alexânia";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"         395";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           8";"           .";"          51";"         413";"           .";"          40";"           .";"           1";"           .";"           .";"           1";"           .";"           .";"           .";"          93";"           .";"           .";"           .";"           .";"           .";"          14";"           .";"          13";"           .";"           6";"           .";"           1";"           .";"           .";"           .";"           .";"           .";"          34";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         540";"           .";"         540";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     2273,52";"           .";"    14673,48";"           .";"       204,5";"           .";"           .";"      199,33";"           .";"           .";"    17350,83";"           .";"           .";"           .";"           .";"           .";"           .";"    13112,64";"           .";"     8946,33";"           .";"     2908,27";"           .";"      621,84";"           .";"           .";"           .";"         588";"           .";"    26177,08";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    43527,91";"  -48,509636";"  -16,086168"
"2024";"01";"5200605";"520060";"Alto Paraíso de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           6";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           1";"           .";"          82";"           7";"           .";"          14";"           2";"           .";"           .";"           .";"           .";"           .";"           2";"           .";"         100";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         107";"           .";"         107";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      451,53";"           .";"     5013,45";"      696,87";"           .";"           .";"           .";"           .";"           .";"      864,82";"     7026,67";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     7026,67";"  -47,519093";"  -14,136245"
"2024";"01";"5200803";"520080";"Alvorada do Norte";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"         257";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         207";"         267";"           .";"          30";"           .";"           1";"           .";"           .";"           1";"           .";"           3";"           .";"         242";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           3";"           .";"          10";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          13";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         108";"         630";"         108";"         630";"           .";"          36";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          36";"     1484,08";"           .";"     8092,13";"           .";"      162,58";"           .";"           .";"      128,07";"           .";"     1297,23";"    11164,09";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     1370,38";"           .";"      5320,8";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     6691,18";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         864";"         864";"    18755,27";"  -46,515638";"  -14,482839"
"2024";"01";"5203203";"520320";"Barro Alto";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          97";"           .";"           .";"          23";"           .";"           1";"           .";"           .";"           .";"           .";"           .";"           1";"         121";"           .";"           .";"           .";"           .";"           .";"           3";"           .";"           5";"           1";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          10";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         131";"           .";"         131";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      573,01";"           .";"     8439,84";"           .";"      168,32";"           .";"           .";"           .";"           .";"           .";"     9181,17";"      143,72";"           .";"           .";"           .";"           .";"           .";"     2356,58";"           .";"      1846,6";"       358,2";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      4705,1";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    13886,27";"  -48,915707";"  -14,973709"
"2024";"01";"5204003";"520400";"Cabeceiras";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          40";"           .";"           .";"           9";"           .";"           1";"           .";"           .";"           .";"           .";"           .";"           3";"          50";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           3";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           8";"          61";"           8";"          61";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      219,93";"           .";"     3936,07";"           .";"         183";"           .";"           .";"           .";"           .";"           .";"        4339";"        97,2";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"        97,2";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          64";"          64";"      4500,2";"  -46,929476";"  -15,801156"
"2024";"01";"5205307";"520530";"Cavalcante";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          26";"           .";"           .";"           8";"           .";"           .";"           .";"           .";"           2";"           .";"           .";"           .";"          36";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          36";"           .";"          36";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"       434,3";"           .";"     2062,53";"           .";"           .";"           .";"           .";"      386,96";"           .";"           .";"     2883,79";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     2883,79";"  -47,463436";"  -13,799279"
"2024";"01";"5205497";"520549";"Cidade Ocidental";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           5";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           5";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           5";"           .";"           5";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     9983,74";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     9983,74";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     9983,74";"  -47,937131";"  -16,110959"
"2024";"01";"5205513";"520551";"Cocalzinho de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           9";"           .";"           .";"          44";"           .";"           .";"           .";"           .";"           2";"           .";"           1";"           .";"          56";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          56";"           .";"          56";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      397,98";"           .";"     15384,6";"           .";"           .";"           .";"           .";"      336,28";"           .";"       443,4";"    16562,26";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    16562,26";"  -48,768967";"  -15,781737"
"2024";"01";"5205802";"520580";"Corumbá de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          10";"           .";"           .";"          13";"           .";"           1";"           .";"           .";"           .";"           .";"           .";"           .";"          24";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          24";"           .";"          24";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"       442,2";"           .";"     5062,14";"           .";"       204,5";"           .";"           .";"           .";"           .";"           .";"     5708,84";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     5708,84";"  -48,810345";"  -15,927905"
"2024";"01";"5206206";"520620";"Cristalina";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"         437";"           .";"           .";"           .";"           2";"           .";"           .";"           .";"           .";"          86";"           .";"        1828";"         568";"           .";"          36";"           .";"           1";"           .";"           .";"           3";"           .";"          13";"         129";"        1881";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          26";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         155";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"         321";"        2925";"         321";"        2925";"           .";"           .";"           .";"           .";"           .";"      275,04";"           .";"           .";"           .";"           .";"           .";"           .";"          42";"      317,04";"     2430,97";"           .";"    11419,35";"           .";"      203,31";"           .";"           .";"      428,98";"           .";"     5564,83";"    20047,44";"      4179,6";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    13486,24";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    17665,84";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     2600,76";"     2600,76";"    40631,08";"  -47,606818";"  -16,769434"
"2024";"01";"5207907";"520790";"Flores de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -47,045083";"  -14,450174"
"2024";"01";"5208004";"520800";"Formosa";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"        5390";"           1";"         156";"          49";"          76";"           .";"           .";"           .";"           .";"          53";"           .";"         907";"        5776";"          52";"         146";"           3";"          86";"          12";"           .";"          24";"           .";"          47";"         135";"        1277";"           .";"           1";"           .";"           .";"          23";"         113";"          98";"          29";"           .";"          74";"           3";"           .";"           .";"           6";"           .";"           .";"           .";"         482";"           .";"           .";"           .";"           .";"           .";"           4";"           .";"          29";"           4";"         112";"          29";"        2283";"        9963";"        2395";"        9963";"           .";"          54";"       40,78";"           .";"      1901,8";"     9418,22";"           .";"           .";"           .";"           .";"           .";"           .";"          51";"     11465,8";"     12915,5";"       330,2";"    49353,51";"      137,79";"    24062,61";"      100,68";"           .";"     4942,72";"           .";"    26922,44";"   118765,45";"     4474,38";"           .";"      347,62";"           .";"           .";"    18717,08";"    84887,32";"    31953,77";"     16991,2";"           .";"    38185,16";"     1312,04";"           .";"           .";"     3335,83";"           .";"     4099,06";"           .";"   204303,46";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     4288,26";"     4288,26";"     8743,68";"     8743,68";"        4480";"   207102,72";"   211582,72";"   559149,37";"  -47,335816";"  -15,540945"
"2024";"01";"5208608";"520860";"Goianésia";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"         236";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          12";"           .";"         230";"         248";"           .";"         246";"           1";"          19";"           .";"           .";"          21";"           .";"           5";"           2";"         522";"           .";"           .";"           .";"           .";"           .";"          29";"           1";"          11";"           .";"          52";"           .";"           .";"           .";"           5";"           .";"           .";"           .";"         100";"           .";"           .";"           .";"           .";"           .";"           7";"           .";"           .";"           7";"           .";"           .";"         930";"        1807";"         930";"        1807";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"     1557,89";"           .";"    60279,45";"      345,72";"     4846,84";"           .";"           .";"     4144,19";"           .";"        4977";"    76151,09";"      287,44";"           .";"           .";"           .";"           .";"           .";"    19863,11";"      212,87";"     5768,68";"           .";"    25869,86";"           .";"           .";"           .";"      2715,4";"           .";"     2691,92";"           .";"    57409,28";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"      652,96";"      652,96";"           .";"           .";"           .";"        7440";"        7440";"   141653,33";"   -49,11581";"  -15,322289"
"2024";"01";"5212501";"521250";"Luziânia";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"        8891";"           .";"         243";"           8";"         240";"           .";"           .";"           .";"           .";"          10";"         177";"        2769";"        9792";"          31";"         125";"           .";"          44";"           8";"           .";"           1";"           .";"         153";"          11";"        3131";"           .";"           2";"           .";"          28";"          14";"         253";"          60";"         406";"           .";"         125";"           5";"           1";"           .";"           5";"           .";"           9";"           .";"         919";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"          72";"           .";"         196";"          72";"         955";"       15065";"        1151";"       15065";"           .";"           .";"           .";"           .";"      234,85";"    31321,35";"           .";"           .";"           .";"           .";"           .";"     3016,08";"         175";"    34747,28";"      9335,3";"      144,77";"    48389,27";"           .";"    11650,99";"       67,12";"           .";"      226,07";"           .";"    82245,83";"   152059,35";"      651,47";"           .";"      679,43";"           .";"    51822,02";"    10533,55";"   184081,13";"    20753,04";"    222532,5";"           .";"     66023,2";"     4879,23";"      315,92";"           .";"     2775,19";"           .";"     7158,06";"     1475,01";"   573679,75";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"    10615,92";"    10615,92";"        7840";"   136634,03";"   144474,03";"   915576,33";"   -47,95572";"  -16,258541"
"2024";"01";"5213053";"521305";"Mimoso de Goiás";"           5";"Centro-Oeste";"52";"GO";"Goiás";"Não";"           .";"";"";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"           .";"  -48,163273";"  -15,059293"
